Name,Type,Mean index value,Index value SD,Mean index value (visible),Index value (visible) SD,Area [ha],index_name,source_folder,measurement,altitude_m,CV
Zcarron4maly,Area,0.3252,0.07072,0.3252,0.07072,0.00069,LCI,"7 20LZ02,07_ZAG50",7,50,0.217466175
Zcarron4duzy,Area,0.34423,0.09558,0.34429,0.09551,0.00105,LCI,"7 20LZ02,07_ZAG50",7,50,0.27766319
Zcarron5maly,Area,0.32591,0.06597,0.32596,0.06589,0.0007,LCI,"7 20LZ02,07_ZAG50",7,50,0.202417845
Zcarron5duzy,Area,0.34522,0.08753,0.34528,0.08745,0.00105,LCI,"7 20LZ02,07_ZAG50",7,50,0.253548462
Zcarron2maly,Area,0.32239,0.06373,0.32239,0.06373,0.00051,LCI,"7 20LZ02,07_ZAG50",7,50,0.197679829
Zcarron2duzy,Area,0.34987,0.09373,0.34987,0.09373,0.00093,LCI,"7 20LZ02,07_ZAG50",7,50,0.267899506
Zmor3maly,Area,0.33446,0.06647,0.33446,0.06647,0.00049,LCI,"7 20LZ02,07_ZAG50",7,50,0.198738265
Zmor3duzy,Area,0.35985,0.09767,0.35985,0.09767,0.00097,LCI,"7 20LZ02,07_ZAG50",7,50,0.271418647
Zmor4maly,Area,0.32534,0.07279,0.32534,0.07279,0.00054,LCI,"7 20LZ02,07_ZAG50",7,50,0.223735169
Zmor4duzy,Area,0.34621,0.0955,0.34621,0.0955,0.00088,LCI,"7 20LZ02,07_ZAG50",7,50,0.275844141
Zmor5maly,Area,0.31945,0.06939,0.31945,0.06939,0.00052,LCI,"7 20LZ02,07_ZAG50",7,50,0.217217092
Zmor5duzy,Area,0.34429,0.10058,0.34429,0.10058,0.00096,LCI,"7 20LZ02,07_ZAG50",7,50,0.292137442
Zmor2maly,Area,0.3423,0.06891,0.3423,0.06891,0.00034,LCI,"7 20LZ02,07_ZAG50",7,50,0.201314636
Zmor2duzy,Area,0.34389,0.08685,0.34389,0.08685,0.00073,LCI,"7 20LZ02,07_ZAG50",7,50,0.252551688
Zample2maly,Area,0.84316,0.16412,0.8418,0.16298,0.00047,MCARI,"7 20LZ02,07_ZAG50",7,50,0.194648703
Zample2duzy,Area,0.7418,0.2329,0.74072,0.23213,0.00091,MCARI,"7 20LZ02,07_ZAG50",7,50,0.313966029
Zample3maly,Area,0.84331,0.16859,0.84189,0.16745,0.00047,MCARI,"7 20LZ02,07_ZAG50",7,50,0.199914622
Zample3duzy,Area,0.7337,0.24884,0.73156,0.24739,0.00082,MCARI,"7 20LZ02,07_ZAG50",7,50,0.339157694
Zample4maly,Area,0.83601,0.17488,0.83251,0.17207,0.00054,MCARI,"7 20LZ02,07_ZAG50",7,50,0.209184101
Zample4duzy,Area,0.74983,0.25189,0.7457,0.24929,0.00093,MCARI,"7 20LZ02,07_ZAG50",7,50,0.335929477
Zample5maly,Area,0.83791,0.18316,0.82899,0.17576,0.00061,MCARI,"7 20LZ02,07_ZAG50",7,50,0.218591496
Zample5duzy,Area,0.75695,0.25124,0.74541,0.24352,0.00104,MCARI,"7 20LZ02,07_ZAG50",7,50,0.331910958
Zprze2maly,Area,0.73227,0.1323,0.73227,0.1323,0.0003,MCARI,"7 20LZ02,07_ZAG50",7,50,0.180671064
Zprze2duzy,Area,0.69221,0.17459,0.69221,0.17459,0.00064,MCARI,"7 20LZ02,07_ZAG50",7,50,0.252221147
Zprze3maly,Area,0.70109,0.13963,0.70109,0.13963,0.00034,MCARI,"7 20LZ02,07_ZAG50",7,50,0.199161306
Zprze3duzy,Area,0.64481,0.19269,0.64481,0.19269,0.00072,MCARI,"7 20LZ02,07_ZAG50",7,50,0.298832214
Zprze4maly,Area,0.77292,0.15183,0.77292,0.15183,0.00034,MCARI,"7 20LZ02,07_ZAG50",7,50,0.196436889
Zprze4duzy,Area,0.70839,0.20032,0.70823,0.20015,0.00075,MCARI,"7 20LZ02,07_ZAG50",7,50,0.282782083
Zprze5maly,Area,0.73482,0.14466,0.73465,0.14441,0.0004,MCARI,"7 20LZ02,07_ZAG50",7,50,0.196864538
Zprze5duzy,Area,0.68167,0.21467,0.6811,0.21411,0.0008,MCARI,"7 20LZ02,07_ZAG50",7,50,0.314917775
Zcarron3maly,Area,0.82448,0.17342,0.82303,0.17215,0.00054,MCARI,"7 20LZ02,07_ZAG50",7,50,0.210338638
Zcarron3duzy,Area,0.73035,0.24202,0.72859,0.24075,0.00103,MCARI,"7 20LZ02,07_ZAG50",7,50,0.331375368
Zcarron4maly,Area,0.80007,0.1849,0.7987,0.18372,0.00069,MCARI,"7 20LZ02,07_ZAG50",7,50,0.231104778
Zcarron4duzy,Area,0.70884,0.25167,0.7077,0.25084,0.00105,MCARI,"7 20LZ02,07_ZAG50",7,50,0.355044862
Zcarron5maly,Area,0.84266,0.18031,0.83924,0.1777,0.0007,MCARI,"7 20LZ02,07_ZAG50",7,50,0.213977168
Zcarron5duzy,Area,0.74577,0.24764,0.74246,0.24546,0.00105,MCARI,"7 20LZ02,07_ZAG50",7,50,0.332059482
Zcarron2maly,Area,0.83257,0.15628,0.83173,0.15546,0.00051,MCARI,"7 20LZ02,07_ZAG50",7,50,0.18770794
Zcarron2duzy,Area,0.72492,0.23291,0.72387,0.23208,0.00093,MCARI,"7 20LZ02,07_ZAG50",7,50,0.321290625
Zmor3maly,Area,0.83834,0.16788,0.83761,0.16731,0.00049,MCARI,"7 20LZ02,07_ZAG50",7,50,0.200252881
Zmor3duzy,Area,0.73596,0.24164,0.73514,0.24109,0.00097,MCARI,"7 20LZ02,07_ZAG50",7,50,0.328333062
Zmor4maly,Area,0.81407,0.17497,0.81158,0.17272,0.00054,MCARI,"7 20LZ02,07_ZAG50",7,50,0.214932377
Zmor4duzy,Area,0.74198,0.21998,0.73986,0.21825,0.00088,MCARI,"7 20LZ02,07_ZAG50",7,50,0.296476994
Zmor5maly,Area,0.81147,0.16757,0.81063,0.16679,0.00052,MCARI,"7 20LZ02,07_ZAG50",7,50,0.206501781
Zmor5duzy,Area,0.73716,0.23258,0.73626,0.23192,0.00096,MCARI,"7 20LZ02,07_ZAG50",7,50,0.315508166
Zmor2maly,Area,0.76189,0.14792,0.76123,0.14694,0.00034,MCARI,"7 20LZ02,07_ZAG50",7,50,0.194148762
Zmor2duzy,Area,0.73136,0.18664,0.73065,0.18583,0.00073,MCARI,"7 20LZ02,07_ZAG50",7,50,0.2551958
Zample2maly,Area,0.73734,0.10299,0.73656,0.10267,0.00047,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.139677761
Zample2duzy,Area,0.67238,0.15844,0.67173,0.15823,0.00091,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.23564056
Zample3maly,Area,0.74191,0.10073,0.7405,0.10016,0.00047,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.135771185
Zample3duzy,Area,0.67463,0.16264,0.67295,0.16214,0.00082,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.241080296
Zample4maly,Area,0.74603,0.10033,0.74378,0.09943,0.00054,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.134485208
Zample4duzy,Area,0.68536,0.16238,0.68269,0.1617,0.00093,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.236926579
Zample5maly,Area,0.74828,0.09907,0.7449,0.09762,0.00061,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.132396964
Zample5duzy,Area,0.69491,0.15899,0.68912,0.15748,0.00104,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.228792218
Zprze2maly,Area,0.66742,0.0881,0.66742,0.0881,0.0003,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.132000839
Zprze2duzy,Area,0.63282,0.10718,0.63282,0.10718,0.00064,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.169368857
Zprze3maly,Area,0.65217,0.09373,0.65217,0.09373,0.00034,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.143720196
Zprze3duzy,Area,0.61021,0.12645,0.61021,0.12645,0.00072,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.207223743
Zprze4maly,Area,0.69388,0.09386,0.69384,0.09384,0.00034,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.135268346
Zprze4duzy,Area,0.64149,0.12373,0.64145,0.1237,0.00075,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.192879078
Zprze5maly,Area,0.67475,0.09426,0.67475,0.09426,0.0004,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.139696184
Zprze5duzy,Area,0.63072,0.13723,0.63062,0.13716,0.0008,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.217576738
Zcarron3maly,Area,0.71321,0.09864,0.71297,0.09849,0.00054,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.138304286
Zcarron3duzy,Area,0.64669,0.14887,0.64647,0.14876,0.00103,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.230203034
Zcarron4maly,Area,0.70176,0.10147,0.70149,0.1013,0.00069,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.144593593
Zcarron4duzy,Area,0.63369,0.16017,0.63345,0.16005,0.00105,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.252757658
Zcarron5maly,Area,0.72487,0.09915,0.72404,0.0987,0.0007,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.136783147
Zcarron5duzy,Area,0.66159,0.15263,0.6608,0.1523,0.00105,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.230701794
Zcarron2maly,Area,0.71671,0.09288,0.71663,0.09282,0.00051,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.129592164
Zcarron2duzy,Area,0.64798,0.14648,0.6479,0.14644,0.00093,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.22605636
Zmor3maly,Area,0.71906,0.09321,0.7188,0.09304,0.00049,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.129627569
Zmor3duzy,Area,0.65435,0.15207,0.65416,0.15198,0.00097,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.232398563
Zmor4maly,Area,0.70366,0.09352,0.70355,0.09344,0.00054,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.132905096
Zmor4duzy,Area,0.65884,0.12612,0.65873,0.12605,0.00088,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.191427357
Zmor5maly,Area,0.70479,0.09037,0.70469,0.0903,0.00052,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.128222591
Zmor5duzy,Area,0.6534,0.13385,0.65321,0.13374,0.00096,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.204851546
Zmor2maly,Area,0.68433,0.09218,0.68384,0.09172,0.00034,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.134701095
Zmor2duzy,Area,0.65316,0.11475,0.65284,0.11449,0.00073,MCARI2,"7 20LZ02,07_ZAG50",7,50,0.175684365
Zample2maly,Area,0.24015,0.05429,0.24015,0.05429,0.00047,NDRE,"7 20LZ02,07_ZAG50",7,50,0.226067041
Zample2duzy,Area,0.25712,0.07796,0.2572,0.0779,0.00091,NDRE,"7 20LZ02,07_ZAG50",7,50,0.303204729
Zample3maly,Area,0.24761,0.05765,0.24761,0.05765,0.00047,NDRE,"7 20LZ02,07_ZAG50",7,50,0.232825815
Zample3duzy,Area,0.2709,0.08164,0.27092,0.08162,0.00082,NDRE,"7 20LZ02,07_ZAG50",7,50,0.301365818
Zample4maly,Area,0.25306,0.05804,0.25312,0.05797,0.00054,NDRE,"7 20LZ02,07_ZAG50",7,50,0.229352723
Zample4duzy,Area,0.27118,0.08012,0.2713,0.08,0.00093,NDRE,"7 20LZ02,07_ZAG50",7,50,0.295449517
Zample5maly,Area,0.25359,0.06113,0.2536,0.06112,0.00061,NDRE,"7 20LZ02,07_ZAG50",7,50,0.241058401
Zample5duzy,Area,0.2688,0.07986,0.26886,0.07981,0.00104,NDRE,"7 20LZ02,07_ZAG50",7,50,0.297098214
Zprze2maly,Area,0.24294,0.05391,0.24296,0.05388,0.0003,NDRE,"7 20LZ02,07_ZAG50",7,50,0.221906644
Zprze2duzy,Area,0.24856,0.06655,0.24861,0.0665,0.00064,NDRE,"7 20LZ02,07_ZAG50",7,50,0.267742195
Zprze3maly,Area,0.25928,0.06026,0.25928,0.06026,0.00034,NDRE,"7 20LZ02,07_ZAG50",7,50,0.232412836
Zprze3duzy,Area,0.27135,0.07475,0.27136,0.07474,0.00072,NDRE,"7 20LZ02,07_ZAG50",7,50,0.275474479
Zprze4maly,Area,0.25023,0.05458,0.25023,0.05458,0.00034,NDRE,"7 20LZ02,07_ZAG50",7,50,0.21811933
Zprze4duzy,Area,0.25871,0.07051,0.25872,0.0705,0.00075,NDRE,"7 20LZ02,07_ZAG50",7,50,0.272544548
Zprze5maly,Area,0.25609,0.05708,0.25611,0.05705,0.0004,NDRE,"7 20LZ02,07_ZAG50",7,50,0.22289039
Zprze5duzy,Area,0.26726,0.07303,0.26731,0.07297,0.0008,NDRE,"7 20LZ02,07_ZAG50",7,50,0.273254509
Zcarron3maly,Area,0.22208,0.05223,0.22211,0.0522,0.00054,NDRE,"7 20LZ02,07_ZAG50",7,50,0.235185519
Zcarron3duzy,Area,0.23903,0.07501,0.23915,0.07493,0.00103,NDRE,"7 20LZ02,07_ZAG50",7,50,0.313809982
Zcarron4maly,Area,0.21655,0.05504,0.21689,0.05474,0.00069,NDRE,"7 20LZ02,07_ZAG50",7,50,0.254167629
Zcarron4duzy,Area,0.2341,0.07744,0.23475,0.07701,0.00105,NDRE,"7 20LZ02,07_ZAG50",7,50,0.330798804
Zcarron5maly,Area,0.21667,0.05093,0.21697,0.05062,0.0007,NDRE,"7 20LZ02,07_ZAG50",7,50,0.235057922
Zcarron5duzy,Area,0.23348,0.07104,0.23388,0.07073,0.00105,NDRE,"7 20LZ02,07_ZAG50",7,50,0.30426589
Zcarron2maly,Area,0.2152,0.04983,0.21531,0.04973,0.00051,NDRE,"7 20LZ02,07_ZAG50",7,50,0.231552045
Zcarron2duzy,Area,0.2387,0.07659,0.23889,0.07647,0.00093,NDRE,"7 20LZ02,07_ZAG50",7,50,0.320863008
Zmor3maly,Area,0.22524,0.0522,0.22531,0.05213,0.00049,NDRE,"7 20LZ02,07_ZAG50",7,50,0.231752797
Zmor3duzy,Area,0.24767,0.08127,0.24777,0.08121,0.00097,NDRE,"7 20LZ02,07_ZAG50",7,50,0.328138248
Zmor4maly,Area,0.21844,0.05633,0.21854,0.05625,0.00054,NDRE,"7 20LZ02,07_ZAG50",7,50,0.257874016
Zmor4duzy,Area,0.23649,0.07588,0.23664,0.07578,0.00088,NDRE,"7 20LZ02,07_ZAG50",7,50,0.320859233
Zmor5maly,Area,0.21342,0.05351,0.21349,0.05345,0.00052,NDRE,"7 20LZ02,07_ZAG50",7,50,0.250726267
Zmor5duzy,Area,0.23512,0.07982,0.23528,0.07973,0.00096,NDRE,"7 20LZ02,07_ZAG50",7,50,0.33948622
Zmor2maly,Area,0.23185,0.05365,0.23189,0.05362,0.00034,NDRE,"7 20LZ02,07_ZAG50",7,50,0.231399612
Zmor2duzy,Area,0.23549,0.06734,0.23561,0.06725,0.00073,NDRE,"7 20LZ02,07_ZAG50",7,50,0.285956941
Zample2maly,Area,0.84596,0.05934,0.84587,0.0593,0.00047,NDVI,"7 20LZ02,07_ZAG50",7,50,0.070145161
Zample2duzy,Area,0.84712,0.07333,0.84704,0.07331,0.00091,NDVI,"7 20LZ02,07_ZAG50",7,50,0.086563887
Zample3maly,Area,0.85221,0.05007,0.85204,0.04996,0.00047,NDVI,"7 20LZ02,07_ZAG50",7,50,0.058753124
Zample3duzy,Area,0.86268,0.04606,0.86245,0.04592,0.00082,NDVI,"7 20LZ02,07_ZAG50",7,50,0.053391756
Zample4maly,Area,0.86017,0.04805,0.86005,0.04798,0.00054,NDVI,"7 20LZ02,07_ZAG50",7,50,0.055861051
Zample4duzy,Area,0.86457,0.04691,0.86446,0.04685,0.00093,NDVI,"7 20LZ02,07_ZAG50",7,50,0.054258186
Zample5maly,Area,0.86264,0.0466,0.8623,0.0464,0.00061,NDVI,"7 20LZ02,07_ZAG50",7,50,0.054020217
Zample5duzy,Area,0.86832,0.04197,0.86802,0.04178,0.00104,NDVI,"7 20LZ02,07_ZAG50",7,50,0.048334715
Zprze2maly,Area,0.82791,0.05522,0.82789,0.0552,0.0003,NDVI,"7 20LZ02,07_ZAG50",7,50,0.066698071
Zprze2duzy,Area,0.82391,0.06532,0.8239,0.06532,0.00064,NDVI,"7 20LZ02,07_ZAG50",7,50,0.079280504
Zprze3maly,Area,0.83284,0.054,0.83284,0.054,0.00034,NDVI,"7 20LZ02,07_ZAG50",7,50,0.064838384
Zprze3duzy,Area,0.83879,0.0552,0.83879,0.0552,0.00072,NDVI,"7 20LZ02,07_ZAG50",7,50,0.065809082
Zprze4maly,Area,0.83575,0.04947,0.83575,0.04947,0.00034,NDVI,"7 20LZ02,07_ZAG50",7,50,0.059192342
Zprze4duzy,Area,0.82794,0.06455,0.82794,0.06455,0.00075,NDVI,"7 20LZ02,07_ZAG50",7,50,0.077964587
Zprze5maly,Area,0.83604,0.0555,0.83604,0.0555,0.0004,NDVI,"7 20LZ02,07_ZAG50",7,50,0.066384384
Zprze5duzy,Area,0.83942,0.05366,0.83942,0.05366,0.0008,NDVI,"7 20LZ02,07_ZAG50",7,50,0.063925091
Zcarron3maly,Area,0.83575,0.04607,0.83575,0.04607,0.00054,NDVI,"7 20LZ02,07_ZAG50",7,50,0.05512414
Zcarron3duzy,Area,0.8331,0.06546,0.8331,0.06546,0.00103,NDVI,"7 20LZ02,07_ZAG50",7,50,0.078574001
Zcarron4maly,Area,0.83998,0.04601,0.83997,0.04601,0.00069,NDVI,"7 20LZ02,07_ZAG50",7,50,0.054775114
Zcarron4duzy,Area,0.83678,0.05947,0.83677,0.05947,0.00105,NDVI,"7 20LZ02,07_ZAG50",7,50,0.071070054
Zcarron5maly,Area,0.84087,0.04824,0.84087,0.04824,0.0007,NDVI,"7 20LZ02,07_ZAG50",7,50,0.057369153
Zcarron5duzy,Area,0.84286,0.05232,0.84286,0.05232,0.00105,NDVI,"7 20LZ02,07_ZAG50",7,50,0.062074366
Zcarron2maly,Area,0.83182,0.04954,0.83182,0.04954,0.00051,NDVI,"7 20LZ02,07_ZAG50",7,50,0.059556154
Zcarron2duzy,Area,0.83647,0.05771,0.83647,0.05771,0.00093,NDVI,"7 20LZ02,07_ZAG50",7,50,0.068992313
Zmor3maly,Area,0.83011,0.04826,0.83011,0.04826,0.00049,NDVI,"7 20LZ02,07_ZAG50",7,50,0.058136873
Zmor3duzy,Area,0.83467,0.06236,0.83467,0.06236,0.00097,NDVI,"7 20LZ02,07_ZAG50",7,50,0.074712162
Zmor4maly,Area,0.82693,0.05301,0.82693,0.05301,0.00054,NDVI,"7 20LZ02,07_ZAG50",7,50,0.06410458
Zmor4duzy,Area,0.82909,0.0679,0.82907,0.06789,0.00088,NDVI,"7 20LZ02,07_ZAG50",7,50,0.08189702
Zmor5maly,Area,0.82814,0.04924,0.82814,0.04924,0.00052,NDVI,"7 20LZ02,07_ZAG50",7,50,0.059458546
Zmor5duzy,Area,0.82924,0.07109,0.82924,0.07109,0.00096,NDVI,"7 20LZ02,07_ZAG50",7,50,0.085729101
Zmor2maly,Area,0.82918,0.0544,0.82917,0.05438,0.00034,NDVI,"7 20LZ02,07_ZAG50",7,50,0.065606985
Zmor2duzy,Area,0.81765,0.07883,0.81756,0.07879,0.00073,NDVI,"7 20LZ02,07_ZAG50",7,50,0.096410445
Zample2maly,Area,0.64771,0.05151,0.64768,0.0515,0.00047,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.079526331
Zample2duzy,Area,0.61687,0.08198,0.61684,0.08198,0.00091,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.132896721
Zample3maly,Area,0.65091,0.04689,0.65078,0.04683,0.00047,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.072037609
Zample3duzy,Area,0.62045,0.07945,0.62029,0.07941,0.00082,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.12805222
Zample4maly,Area,0.65371,0.04622,0.6534,0.04609,0.00054,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.070704135
Zample4duzy,Area,0.62578,0.07826,0.62548,0.07819,0.00093,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.125059925
Zample5maly,Area,0.65475,0.04457,0.65424,0.0443,0.00061,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.068071783
Zample5duzy,Area,0.62969,0.07854,0.62854,0.07828,0.00104,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.124728041
Zprze2maly,Area,0.61497,0.04377,0.61497,0.04377,0.0003,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.071174204
Zprze2duzy,Area,0.5987,0.04971,0.5987,0.04971,0.00064,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.083029898
Zprze3maly,Area,0.61086,0.04354,0.61086,0.04354,0.00034,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.071276561
Zprze3duzy,Area,0.59135,0.05969,0.59135,0.05969,0.00072,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.10093853
Zprze4maly,Area,0.62686,0.04345,0.62686,0.04345,0.00034,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.069313722
Zprze4duzy,Area,0.6022,0.0578,0.6022,0.0578,0.00075,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.095981402
Zprze5maly,Area,0.6197,0.04559,0.6197,0.04559,0.0004,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.073567855
Zprze5duzy,Area,0.59915,0.0645,0.59915,0.0645,0.0008,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.107652508
Zcarron3maly,Area,0.63692,0.04529,0.63692,0.04529,0.00054,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.071107831
Zcarron3duzy,Area,0.60574,0.07238,0.60574,0.07238,0.00103,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.11949021
Zcarron4maly,Area,0.63405,0.04583,0.63403,0.04582,0.00069,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.072281366
Zcarron4duzy,Area,0.60019,0.07942,0.60018,0.07941,0.00105,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.132324764
Zcarron5maly,Area,0.64323,0.04627,0.64317,0.04624,0.0007,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.071933834
Zcarron5duzy,Area,0.61445,0.07314,0.61439,0.07311,0.00105,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.119033282
Zcarron2maly,Area,0.63721,0.04387,0.63721,0.04387,0.00051,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.068847005
Zcarron2duzy,Area,0.60636,0.07091,0.60636,0.07091,0.00093,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.11694373
Zmor3maly,Area,0.63419,0.04274,0.63419,0.04274,0.00049,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.067393053
Zmor3duzy,Area,0.60412,0.07707,0.60411,0.07707,0.00097,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.127573992
Zmor4maly,Area,0.62755,0.04265,0.62755,0.04265,0.00054,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.067962712
Zmor4duzy,Area,0.6088,0.05714,0.6088,0.05714,0.00088,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.093856767
Zmor5maly,Area,0.62803,0.04037,0.62803,0.04037,0.00052,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.064280369
Zmor5duzy,Area,0.60514,0.06079,0.60514,0.06079,0.00096,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.100456093
Zmor2maly,Area,0.62025,0.04405,0.62023,0.04403,0.00034,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.07101975
Zmor2duzy,Area,0.60385,0.05817,0.60384,0.05816,0.00073,OSAVI,"7 20LZ02,07_ZAG50",7,50,0.09633187
Zample2maly,Area,0.89949,0.02563,0.90011,0.0249,0.00047,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.028493924
Zample2duzy,Area,0.9058,0.03009,0.90648,0.02936,0.00091,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.033219254
Zample3maly,Area,0.89948,0.02629,0.90016,0.0255,0.00047,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.029227998
Zample3duzy,Area,0.90599,0.02907,0.90666,0.0283,0.00082,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.032086447
Zample4maly,Area,0.89983,0.02624,0.90108,0.02469,0.00054,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.029161064
Zample4duzy,Area,0.90626,0.02925,0.90729,0.02801,0.00093,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.032275506
Zample5maly,Area,0.89967,0.02706,0.90076,0.02572,0.00061,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.030077695
Zample5duzy,Area,0.90374,0.02902,0.90481,0.02776,0.00104,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.032111005
Zprze2maly,Area,0.89089,0.03035,0.89424,0.02723,0.0003,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.034067057
Zprze2duzy,Area,0.89592,0.03319,0.89893,0.03054,0.00064,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.037045718
Zprze3maly,Area,0.89723,0.03149,0.89944,0.0294,0.00034,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.035096909
Zprze3duzy,Area,0.90234,0.03374,0.90434,0.03182,0.00072,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.037391671
Zprze4maly,Area,0.89017,0.0287,0.89249,0.0266,0.00034,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.032241033
Zprze4duzy,Area,0.89622,0.03331,0.89848,0.03145,0.00075,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.037167213
Zprze5maly,Area,0.8939,0.02889,0.89581,0.027,0.0004,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.032319051
Zprze5duzy,Area,0.89874,0.03194,0.90058,0.03019,0.0008,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.035538643
Zcarron3maly,Area,0.89719,0.02431,0.89807,0.02313,0.00054,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.02709571
Zcarron3duzy,Area,0.90569,0.02926,0.90639,0.02841,0.00103,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.03230686
Zcarron4maly,Area,0.90187,0.02352,0.90243,0.02269,0.00069,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.026079147
Zcarron4duzy,Area,0.90813,0.02806,0.90882,0.02715,0.00105,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.03089866
Zcarron5maly,Area,0.90013,0.02364,0.90101,0.02224,0.0007,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.026262873
Zcarron5duzy,Area,0.90615,0.02708,0.90699,0.02586,0.00105,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.029884677
Zcarron2maly,Area,0.89623,0.0252,0.89714,0.02409,0.00051,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.028117782
Zcarron2duzy,Area,0.90437,0.02916,0.90517,0.02823,0.00093,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.03224344
Zmor3maly,Area,0.8829,0.02807,0.88694,0.02408,0.00049,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.031792955
Zmor3duzy,Area,0.89196,0.03438,0.89572,0.03118,0.00097,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.038544329
Zmor4maly,Area,0.88515,0.02934,0.88881,0.02621,0.00054,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.033146924
Zmor4duzy,Area,0.89385,0.03423,0.89714,0.03161,0.00088,SIPI2,"7 20LZ02,07_ZAG50",7,50,0.038295016
